Open;High;Low;Close;Adj Close;Volume;Price Delta
465,864014;468,174011;452,421997;457,334015;457,334015;21056800;-8,529999
456,859985;456,859985;413,104004;424,440002;424,440002;34483200;-32,419983
424,102997;427,834991;384,532013;394,79599;394,79599;37919700;-29,307007
394,673004;423,29599;389,882996;408,903992;408,903992;36863600;14,230988
408,084991;412,425995;393,181;398,821014;398,821014;26580100;-9,263977
399,100006;406,915985;397,130005;402,152008;402,152008;24127600;3,052002
402,09201;441,557007;396,196991;435,790985;435,790985;45099500;33,698975
435,751007;436,112;421,131989;423,204987;423,204987;30627700;-12,54602
423,156006;423,519989;409,467987;411,574005;411,574005;26814400;-11,582001
411,428986;414,937988;400,009003;404,424988;404,424988;21460800;-7,003998
403,556;406,622986;397,372009;399,519989;399,519989;15029300;-4,036011
399,471008;401,016998;374,332001;377,181;377,181;23613300;-22,290008
376,928009;385,210999;372,23999;375,46701;375,46701;32497700;-1,460999
376,088013;390,97699;373,442993;386,944;386,944;34707300;10,855987
387,427002;391,378998;380,779999;383,61499;383,61499;26229400;-3,812012
383,988007;385,497009;372,946014;375,071991;375,071991;21777700;-8,916016
375,181;377,695007;357,859009;359,511993;359,511993;30901200;-15,669007
359,891998;364,487;325,885986;328,865997;328,865997;47236500;-31,026001
328,915985;341,800995;289,29599;320,51001;320,51001;83308096;-8,405975
320,389008;345,134003;302,559998;330,07901;330,07901;79011800;9,690002
330,584015;339,247009;320,481995;336,187012;336,187012;49199900;5,602997
336,115997;354,364014;327,187988;352,940002;352,940002;54736300;16,824005
352,747986;382,726013;347,687012;365,026001;365,026001;83641104;12,278015
364,687012;375,066986;352,963013;361,562012;361,562012;43665700;-3,125
361,362;367,19101;355,950989;362,299011;362,299011;13345200;0,937011
362,605988;379,433014;356,144012;378,549011;378,549011;17552800;15,943023
377,92099;397,226013;368,897003;390,414001;390,414001;35221400;12,493011
391,691986;411,697998;391,324005;400,869995;400,869995;38491500;9,178009
400,954987;402,22699;388,765991;394,77301;394,77301;25267100;-6,181977
394,518005;398,807007;373,070007;382,556;382,556;26990000;-11,962005
382,756012;385,477997;375,389008;383,757996;383,757996;13600700;1,001984
383,976013;395,15799;378,971008;391,441986;391,441986;11416800;7,465973
391,253998;393,938995;386,457001;389,54599;389,54599;5914570;-1,708008
389,230988;390,084015;378,252014;382,845001;382,845001;16419000;-6,385987
382,42099;392,645996;380,834015;386,475006;386,475006;14188900;4,054016
386,118011;388,575989;382,248993;383,15799;383,15799;11641300;-2,960021
382,962006;385,048004;356,446991;358,416992;358,416992;26456900;-24,545014
358,591003;364,345001;353,304993;358,345001;358,345001;15585700;-0,246002
358,610992;359,860992;342,877014;347,270996;347,270996;18127500;-11,339996
347,487;359,221008;343,931;354,70401;354,70401;11272500;7,21701
354,777008;358,631989;349,80899;352,989014;352,989014;13033000;-1,787994
353,214996;359,984009;352,678986;357,618011;357,618011;7845880;4,403015
357,088989;357,833008;335,342987;335,591003;335,591003;18192700;-21,497986
335,709015;350,912994;335,071991;345,304993;345,304993;30177900;9,595978
345,009003;348,045013;337,141998;338,321014;338,321014;12545400;-6,687989
338,649994;340,528992;321,054993;325,748993;325,748993;16677200;-12,901001
326,075012;329,049988;320,626007;325,891998;325,891998;8603620;-0,183014
325,569;334,002014;325,480988;327,553986;327,553986;12948500;1,984986
327,161011;331,766998;325,076996;330,492004;330,492004;15655500;3,330993
330,683014;343,368988;330,683014;339,485992;339,485992;19817200;8,802978
339,458008;352,966003;338,424011;349,290009;349,290009;18797000;9,832001
349,817993;352,731995;341,776001;342,415009;342,415009;16834200;-7,402984
342,153992;347,032013;342,153992;345,488007;345,488007;8535470;3,334015
345,376007;363,626007;344,255005;363,264008;363,264008;24205600;17,888001
362,265015;374,81601;357,561005;366,924011;366,924011;30450100;4,658996
